url_PI,name,set,url_CM
https://en.play-in.com/rachat/magic/result.php?i=19272,Collected-Company,Secret-Lair-Drop-Series,https://www.cardmarket.com/en/Magic/Products/Singles/Secret-Lair-Drop-Series/Collected-Company
https://en.play-in.com/rachat/magic/result.php?i=20493,Eldritch-Evolution,Eldritch-Moon,https://www.cardmarket.com/en/Magic/Products/Singles/Eldritch-Moon/Eldritch-Evolution
https://en.play-in.com/rachat/magic/result.php?i=20493,Eldritch-Evolution,Eldritch-Moon-Promos,https://www.cardmarket.com/en/Magic/Products/Singles/Eldritch-Moon-Promos/Eldritch-Evolution
https://en.play-in.com/rachat/magic/result.php?i=20493,Eldritch-Evolution,Mystery-Booster,https://www.cardmarket.com/en/Magic/Products/Singles/Mystery-Booster/Eldritch-Evolution
https://en.play-in.com/rachat/magic/result.php?i=19921,Arachnogenesis,Commander-2015,https://www.cardmarket.com/en/Magic/Products/Singles/Commander-2015/Arachnogenesis
https://en.play-in.com/rachat/magic/result.php?i=22352,Teferis-Protection,Commander-2017,https://www.cardmarket.com/en/Magic/Products/Singles/Commander-2017/Teferis-Protection
https://en.play-in.com/rachat/magic/result.php?i=22352,Teferis-Protection,Judge-Rewards-Promos,https://www.cardmarket.com/en/Magic/Products/Singles/Judge-Rewards-Promos/Teferis-Protection
https://en.play-in.com/rachat/magic/result.php?i=22352,Teferis-Protection,Mystery-Booster,https://www.cardmarket.com/en/Magic/Products/Singles/Mystery-Booster/Teferis-Protection
https://en.play-in.com/rachat/magic/result.php?i=22352,Teferis-Protection,Secret-Lair-Drop-Series,https://www.cardmarket.com/en/Magic/Products/Singles/Secret-Lair-Drop-Series/Teferis-Protection
https://en.play-in.com/rachat/magic/result.php?i=22352,Teferis-Protection,Double-Masters-2022,https://www.cardmarket.com/en/Magic/Products/Singles/Double-Masters-2022/Teferis-Protection
